county_code,party_affiliation,voters,new_in_april,new_in_may,missing_after_march,missing_after_april,zip_changed_mar_apr,zip_changed_apr_may,county_changed_mar_apr,county_changed_apr_may,party_changed_mar_apr,party_changed_apr_may,status_changed_mar_apr,status_changed_apr_may
ALA,AMF,202,9,9,2,0,10,3,5,2,21,9,4,6
ALA,ASP,104,0,2,0,0,2,1,0,1,4,0,2,2
ALA,BPP,142,1,3,0,0,2,0,0,0,1,0,1,0
ALA,CPF,182,0,0,0,1,3,1,2,0,2,1,1,0
ALA,CPP,98,2,0,0,0,1,1,1,0,3,2,0,1
ALA,CSV,385,4,2,0,0,1,2,0,1,2,4,5,0
ALA,DEM,90492,200,144,110,93,434,303,194,121,149,93,380,173
ALA,ECO,78,0,1,0,0,0,0,0,0,2,0,0,1
ALA,FFP,36,0,0,0,0,0,2,0,0,0,0,1,1
ALA,GRE,255,2,1,0,1,1,1,0,1,1,2,1,4
ALA,IND,4005,16,11,4,4,46,26,27,16,65,49,20,14
ALA,JEF,2,0,0,0,0,0,0,0,0,0,0,0,0
ALA,LPF,786,1,2,0,1,5,9,2,6,5,7,4,4
ALA,MGT,1,0,0,0,0,0,0,0,0,0,0,0,0
ALA,NPA,50813,161,130,41,30,259,181,143,86,167,137,245,102
ALA,PSL,80,2,1,0,0,2,2,2,1,2,2,0,0
ALA,REP,56148,121,114,71,57,282,252,151,140,121,121,126,102
BAK,AMF,28,2,2,0,0,1,0,1,0,1,0,1,0
BAK,ASP,19,1,0,0,0,0,0,0,0,0,0,0,0
BAK,BPP,3,0,0,0,0,0,0,0,0,0,0,0,0
BAK,CPF,56,0,0,0,0,1,0,1,0,1,0,0,0
BAK,CPP,21,0,1,0,0,0,0,0,0,2,2,1,1
BAK,CSV,60,0,0,0,0,0,1,0,1,0,0,0,0
BAK,DEM,3640,7,5,7,3,11,12,6,7,7,4,30,11
BAK,ECO,8,0,0,0,0,0,0,0,0,0,0,0,0
BAK,FFP,3,0,1,0,0,0,0,0,0,0,0,0,0
BAK,GRE,13,0,1,0,0,0,0,0,0,0,0,0,0
BAK,IND,232,2,1,0,0,2,1,2,1,3,3,2,0
BAK,LPF,58,1,0,0,0,0,1,0,1,0,1,1,1
BAK,NPA,2536,9,8,7,2,6,7,2,5,2,4,33,6
BAK,PSL,2,0,0,0,0,0,0,0,0,0,0,0,0
BAK,REP,13551,27,29,20,15,58,42,27,24,13,20,55,18
BAY,AMF,322,18,24,0,0,14,7,4,2,25,13,5,12
BAY,ASP,124,1,2,0,0,2,0,1,0,3,1,0,3
BAY,BPP,85,1,1,0,0,2,0,0,0,1,1,1,2
BAY,CPF,322,1,0,0,0,1,1,0,1,4,0,1,20
BAY,CPP,142,5,3,0,1,4,3,1,1,5,6,3,5
BAY,CSV,759,3,4,2,0,1,2,0,2,3,4,2,31
BAY,DEM,28286,109,109,63,45,143,89,55,41,61,43,97,634
BAY,ECO,67,1,1,0,1,0,1,0,0,0,2,0,1
BAY,FFP,23,1,1,0,0,0,0,0,0,0,0,0,1
BAY,GRE,171,3,1,0,0,2,0,1,0,4,1,1,2
BAY,IND,3168,23,25,1,4,28,19,6,11,28,31,10,53
BAY,JEF,1,0,0,0,0,0,0,0,0,0,0,0,0
BAY,LPF,701,3,2,2,1,7,2,4,1,3,1,5,7
BAY,MGT,2,0,0,0,0,0,0,0,0,0,0,0,0
BAY,NPA,30894,140,123,50,38,129,69,57,32,77,43,88,593
BAY,PSL,30,0,1,0,0,2,1,0,1,1,0,1,1
BAY,REP,82563,358,300,142,92,394,295,163,112,107,86,122,1131
BRA,AMF,52,1,0,0,0,0,0,0,1,7,6,3,1
BRA,ASP,15,0,0,0,0,0,1,0,1,1,1,1,0
BRA,BPP,4,0,0,0,0,0,0,0,0,0,1,0,0
BRA,CPF,37,0,0,0,0,0,0,0,0,0,0,1,0
BRA,CPP,13,0,0,0,0,0,0,0,0,0,0,0,0
BRA,CSV,81,1,1,0,0,0,1,0,1,0,0,0,0
BRA,DEM,4412,11,3,13,11,21,9,12,9,16,9,41,10
BRA,ECO,3,0,0,0,0,0,0,0,0,0,0,0,0
BRA,FFP,6,0,0,0,0,0,0,0,0,1,1,0,0
BRA,GRE,7,0,0,0,0,0,0,0,0,0,0,0,0
BRA,IND,272,1,1,0,0,2,2,2,2,2,5,4,1
BRA,LPF,68,0,0,0,0,1,0,1,0,2,0,0,0
BRA,NPA,2813,9,10,3,4,10,11,6,9,7,10,29,7
BRA,REP,11743,24,16,23,16,66,41,47,39,28,21,69,14
BRE,AMF,375,16,18,0,0,15,13,5,3,25,36,11,10
BRE,ASP,175,3,2,0,0,5,2,4,2,2,3,4,2
BRE,BPP,399,1,4,0,0,14,7,9,3,15,7,10,4
BRE,CPF,711,2,4,1,0,0,1,0,1,2,2,13,1
BRE,CPP,207,5,3,0,0,3,3,1,0,3,7,1,2
BRE,CSV,1352,3,2,4,2,16,8,12,4,11,10,35,7
BRE,DEM,131959,328,360,511,200,635,592,258,248,262,227,1250,217
BRE,ECO,172,4,3,0,0,2,1,1,1,1,3,2,0
BRE,FFP,46,2,0,0,0,1,0,0,0,1,4,0,2
BRE,GRE,492,3,1,1,0,0,4,0,2,1,8,7,2
BRE,IND,14526,62,74,44,18,154,103,60,40,194,173,199,44
BRE,JEF,8,0,0,0,0,0,0,0,0,1,0,0,1
BRE,LPF,2003,9,11,5,1,14,6,7,1,11,8,25,3
BRE,MGT,3,0,0,0,0,0,0,0,0,0,0,0,0
BRE,NPA,136742,465,412,366,152,707,649,288,251,421,364,1440,260
BRE,PSL,88,0,0,1,0,2,1,0,1,3,1,2,2
BRE,REP,226727,680,694,763,310,1198,1102,506,448,396,392,1948,306
BRO,AMF,1131,53,36,3,0,32,21,9,4,50,33,16,10
BRO,ASP,450,5,11,0,0,3,3,1,0,6,3,1,1
BRO,BPP,575,14,7,4,0,1,6,2,1,5,5,1,1
BRO,CPF,916,5,2,4,1,3,1,3,1,0,0,0,0
BRO,CPP,447,8,3,1,0,2,14,1,5,5,13,0,4
BRO,CSV,1790,9,10,1,0,10,3,6,3,12,5,3,2
BRO,DEM,590181,674,747,1006,660,2451,1678,630,414,380,352,309,207
BRO,ECO,278,1,1,0,0,2,1,1,1,4,1,0,0
BRO,FFP,131,3,7,0,0,1,2,0,0,3,5,0,1
BRO,GRE,828,1,3,0,1,3,3,1,2,4,5,0,0
BRO,IND,26171,55,59,39,22,171,148,78,52,165,164,32,21
BRO,JEF,6,0,0,0,0,0,0,0,0,1,0,0,0
BRO,LPF,1977,5,2,2,1,6,10,3,5,4,8,0,2
BRO,MGT,5,0,0,0,0,0,0,0,0,0,0,0,0
BRO,NPA,419040,838,991,462,279,1357,1016,611,347,536,489,273,196
BRO,PSL,209,3,0,0,0,1,0,0,0,2,0,0,0
BRO,REP,312569,525,503,538,294,1568,989,662,375,427,370,183,130
CAL,AMF,5,0,0,0,0,0,0,0,0,0,0,0,0
CAL,CPP,3,0,1,0,0,0,0,0,0,0,0,0,0
CAL,CSV,20,0,0,0,0,0,1,0,1,1,1,0,0
CAL,DEM,2358,3,0,8,3,3,3,3,3,2,2,21,1
CAL,ECO,1,1,0,0,0,0,0,0,0,0,0,0,0
CAL,GRE,4,0,0,0,0,0,0,0,0,0,0,0,0
CAL,IND,61,0,0,0,0,0,0,0,0,1,0,1,0
CAL,LPF,14,0,0,0,0,1,0,1,0,0,0,1,0
CAL,NPA,1017,4,6,0,0,6,1,5,1,4,9,16,1
CAL,REP,5146,14,12,15,4,27,20,19,15,14,2,36,3
CHA,AMF,321,21,19,0,0,28,18,5,6,33,21,4,7
CHA,ASP,85,3,4,0,0,6,1,0,1,3,1,1,1
CHA,BPP,108,3,5,0,0,8,3,6,1,5,3,2,1
CHA,CPF,277,0,0,1,1,12,1,4,0,3,1,2,1
CHA,CPP,138,4,4,0,0,1,3,0,1,1,3,0,2
CHA,CSV,840,3,2,0,4,33,8,3,3,8,4,3,0
CHA,DEM,35387,111,104,180,98,750,352,130,85,123,91,153,87
CHA,ECO,70,0,1,1,1,1,1,0,1,0,0,2,0
CHA,FFP,34,2,2,0,0,0,0,0,0,0,0,0,0
CHA,GRE,119,1,1,0,0,4,2,0,1,0,2,1,0
CHA,IND,5136,24,35,20,10,189,72,42,20,95,58,23,15
CHA,LPF,453,5,2,1,1,13,4,5,2,4,4,3,1
CHA,MGT,1,0,0,0,0,0,1,0,1,0,1,0,0
CHA,NPA,42944,149,136,153,105,849,315,196,115,157,110,296,89
CHA,PSL,16,0,0,0,0,0,0,0,0,0,0,1,0
CHA,REP,91926,415,453,396,200,2161,917,452,266,209,197,227,155
CIT,AMF,215,11,7,0,0,6,6,3,3,12,15,2,4
CIT,ASP,62,0,1,0,0,0,0,0,0,1,1,0,0
CIT,BPP,103,2,4,0,0,1,1,1,1,1,2,1,2
CIT,CPF,251,1,2,0,2,2,0,1,0,1,0,0,1
CIT,CPP,95,2,1,0,0,2,1,1,0,2,1,1,3
CIT,CSV,569,1,2,0,0,3,3,2,3,4,7,0,4
CIT,DEM,24930,68,70,73,56,151,83,106,57,67,51,30,116
CIT,ECO,52,0,0,0,0,0,0,0,0,1,0,1,2
CIT,FFP,18,0,0,0,0,2,1,1,1,2,0,1,0
CIT,GRE,80,0,0,0,0,1,0,0,0,4,0,2,0
CIT,IND,3718,19,16,4,6,46,37,28,19,73,66,11,27
CIT,JEF,1,0,0,0,0,0,0,0,0,0,0,0,0
CIT,LPF,369,0,2,1,0,4,2,4,0,2,1,1,2
CIT,NPA,29608,71,95,43,42,172,113,112,70,104,79,49,115
CIT,PSL,17,0,1,0,0,0,0,0,0,0,0,0,0
CIT,REP,77854,240,221,168,129,501,389,331,230,155,157,79,337
CLA,AMF,300,11,17,0,0,11,13,4,9,27,29,6,8
CLA,ASP,109,3,1,0,0,0,1,0,1,2,1,3,0
CLA,BPP,172,5,2,0,0,3,7,2,2,5,6,2,3
CLA,CPF,335,1,3,0,0,1,3,0,1,4,1,3,0
CLA,CPP,165,3,4,1,0,3,6,2,2,5,9,3,2
CLA,CSV,753,6,5,2,0,9,8,5,3,10,7,8,4
CLA,DEM,38019,119,123,70,51,264,276,172,68,134,73,337,65
CLA,ECO,67,0,0,0,0,0,1,0,0,0,0,0,0
CLA,FFP,33,1,0,0,0,0,2,0,1,0,3,1,1
CLA,GRE,115,2,0,0,0,1,1,0,0,1,1,2,1
CLA,IND,3927,17,24,4,2,42,47,24,12,66,53,42,13
CLA,JEF,1,0,0,0,0,0,0,0,0,0,0,0,0
CLA,LPF,739,3,1,0,0,3,5,1,2,4,3,7,4
CLA,NPA,40576,120,123,63,39,199,238,120,59,119,99,401,63
CLA,PSL,23,0,0,0,0,0,1,0,1,0,2,1,0
CLA,REP,98767,260,278,178,135,566,744,282,192,181,162,647,137
CLL,AMF,286,25,11,0,0,9,10,5,4,15,22,6,5
CLL,ASP,162,1,2,0,0,3,0,1,0,2,3,1,1
CLL,BPP,103,0,1,0,0,2,0,2,0,2,0,2,0
CLL,CPF,397,3,0,1,0,0,0,0,0,0,0,8,1
CLL,CPP,137,0,2,0,0,2,0,1,0,2,3,0,0
CLL,CSV,889,5,9,1,0,4,4,2,2,6,8,11,2
CLL,DEM,57621,197,204,216,85,230,142,130,67,157,141,671,71
CLL,ECO,110,1,0,1,1,1,1,1,1,1,2,1,1
CLL,FFP,25,1,1,0,0,1,0,1,0,2,0,0,0
CLL,GRE,170,4,1,0,0,1,0,1,0,1,1,3,0
CLL,IND,6155,44,41,17,8,49,29,25,14,84,71,69,6
CLL,JEF,7,0,0,0,0,0,0,0,0,0,0,1,0
CLL,LPF,603,4,4,0,0,7,2,2,0,8,3,5,1
CLL,MGT,3,0,1,0,0,0,0,0,0,0,0,0,0
CLL,NPA,68516,240,238,179,69,261,179,150,97,177,128,698,81
CLL,PSL,34,0,1,0,0,0,0,0,0,0,0,1,0
CLL,REP,155569,601,659,388,232,663,456,343,197,184,190,1661,154
CLM,AMF,79,5,3,0,1,2,3,1,2,4,6,2,3
CLM,ASP,20,0,0,0,0,0,0,0,0,0,1,0,1
CLM,BPP,23,0,1,0,0,0,0,0,0,0,0,0,0
CLM,CPF,112,0,0,0,0,1,0,1,0,0,0,1,0
CLM,CPP,45,1,1,0,0,1,0,1,0,1,0,2,0
CLM,CSV,186,0,1,1,1,3,0,2,0,1,0,1,0
CLM,DEM,11777,25,27,23,12,33,28,23,13,12,11,140,15
CLM,ECO,8,0,0,0,0,0,0,0,0,0,0,0,0
CLM,FFP,3,0,0,0,0,0,0,0,0,0,0,0,0
CLM,GRE,33,0,1,0,0,0,0,0,0,0,0,1,0
CLM,IND,815,6,5,3,1,13,3,12,3,22,8,14,2
CLM,JEF,1,0,0,0,0,0,0,0,0,0,0,0,0
CLM,LPF,172,0,0,0,0,2,1,2,1,1,0,0,0
CLM,NPA,8509,30,22,11,8,51,35,37,23,34,13,143,12
CLM,PSL,4,0,0,0,0,0,0,0,0,0,0,0,0
CLM,REP,26737,73,63,51,27,130,98,102,55,36,34,138,30
DAD,AMF,1470,84,69,3,1,53,22,10,6,108,52,58,33
DAD,ASP,584,14,13,2,0,4,5,2,0,12,8,8,13
DAD,BPP,621,9,15,2,1,11,8,4,1,12,9,6,8
DAD,CPF,1061,4,9,0,0,3,1,1,0,3,3,1,3
DAD,CPP,515,13,17,1,2,12,5,3,1,19,15,11,7
DAD,CSV,1722,11,9,2,1,6,4,3,0,12,7,8,14
DAD,DEM,551389,1186,1128,848,786,1578,1076,431,277,655,435,3194,1829
DAD,ECO,359,4,1,0,0,1,1,0,1,6,0,4,0
DAD,FFP,110,2,6,0,0,1,2,0,1,3,3,0,3
DAD,GRE,963,2,8,0,0,3,3,2,0,4,4,5,5
DAD,IND,29966,116,100,29,21,174,136,45,33,287,202,166,166
DAD,JEF,6,0,0,0,0,0,1,0,0,0,1,0,1
DAD,LPF,2074,6,6,3,3,15,6,5,2,13,3,12,9
DAD,MGT,4,0,1,0,0,0,0,0,0,0,0,0,0
DAD,NPA,532694,1420,1456,451,436,1516,1147,369,283,924,674,2423,1670
DAD,PSL,189,3,1,1,0,0,2,0,1,2,1,3,1
DAD,REP,522087,1337,1187,699,592,1813,1298,409,259,1059,713,1133,1420
DAD,WPF,1,0,0,0,0,0,0,0,0,0,1,0,0
DES,AMF,40,0,3,0,0,1,1,1,1,3,4,1,0
DES,ASP,14,0,0,0,0,1,1,1,1,1,1,0,1
DES,BPP,12,0,0,0,0,0,0,0,0,1,0,1,0
DES,CPF,51,1,0,1,0,0,0,0,0,0,0,0,0
DES,CPP,8,0,1,0,0,0,0,0,0,0,0,0,0
DES,CSV,94,1,0,0,1,1,1,1,0,0,2,0,0
DES,DEM,5595,14,13,16,11,23,6,21,6,8,7,14,7
DES,ECO,3,0,1,0,0,0,0,0,0,0,0,0,0
DES,FFP,3,0,0,0,0,0,0,0,0,0,0,0,0
DES,GRE,9,0,0,0,0,1,0,1,0,0,0,0,0
DES,IND,299,0,1,0,0,5,4,4,4,2,5,0,0
DES,LPF,33,0,0,0,0,0,0,0,0,0,0,0,0
DES,NPA,4646,20,19,4,3,28,9,26,9,8,8,19,3
DES,PSL,2,0,0,0,0,0,0,0,0,0,1,0,0
DES,REP,9491,32,33,5,17,55,30,50,26,27,17,19,8
DIX,AMF,11,0,0,0,0,0,0,0,0,2,0,1,0
DIX,ASP,2,0,0,0,0,0,0,0,0,0,0,0,0
DIX,BPP,5,0,0,0,0,0,0,0,0,0,0,0,0
DIX,CPF,23,0,0,0,0,0,0,0,0,0,0,2,0
DIX,CPP,5,0,0,0,0,1,0,1,0,0,0,0,0
DIX,CSV,27,0,0,0,0,0,0,0,0,1,0,0,0
DIX,DEM,2167,1,8,6,10,4,5,4,6,3,0,4,3
DIX,ECO,2,0,0,0,0,0,0,0,0,0,0,0,0
DIX,FFP,1,0,0,0,0,0,0,0,0,0,0,0,0
DIX,GRE,9,0,0,0,0,1,0,1,0,1,0,0,0
DIX,IND,174,1,0,0,1,1,0,1,0,1,1,1,0
DIX,LPF,17,0,0,0,0,0,0,0,0,0,0,0,0
DIX,NPA,1860,11,2,3,8,8,2,8,2,4,3,11,5
DIX,PSL,1,0,0,0,0,0,0,0,0,0,0,0,0
DIX,REP,7448,14,15,12,22,28,11,23,6,12,7,28,1
DUV,AMF,1213,82,67,0,1,71,34,17,11,105,64,14,30
DUV,ASP,552,9,6,0,0,8,3,1,2,13,6,3,5
DUV,BPP,849,11,11,0,0,18,9,4,2,19,13,3,7
DUV,CPF,1347,3,4,0,1,8,5,2,2,5,4,6,5
DUV,CPP,694,11,11,2,3,12,12,4,5,21,23,6,8
DUV,CSV,2460,12,10,4,6,16,13,3,9,11,9,5,19
DUV,DEM,273817,777,693,851,448,2023,1066,468,398,532,366,583,834
DUV,ECO,265,2,3,0,0,4,3,2,2,3,3,1,3
DUV,FFP,121,3,2,0,0,2,1,2,1,3,3,3,1
DUV,GRE,677,2,4,1,0,7,3,2,1,10,1,4,6
DUV,IND,15188,78,58,19,10,174,112,58,54,184,131,50,69
DUV,JEF,8,1,0,0,0,1,0,0,0,1,0,0,0
DUV,LPF,2774,6,7,5,4,40,16,13,9,23,21,8,13
DUV,MGT,4,0,0,0,0,0,0,0,0,0,0,0,0
DUV,NPA,166386,567,509,450,185,1175,621,333,276,494,337,314,489
DUV,PSL,154,0,0,0,0,2,1,0,0,3,6,1,1
DUV,REP,255565,641,618,692,446,1819,997,615,491,439,301,392,535
ESC,AMF,425,14,24,0,0,14,13,1,6,19,30,10,8
ESC,ASP,135,1,2,1,0,2,1,0,0,3,4,1,0
ESC,BPP,101,1,2,0,0,3,3,0,2,3,2,2,3
ESC,CPF,384,4,1,0,1,2,1,0,1,2,1,0,0
ESC,CPP,153,7,3,0,0,1,4,1,2,2,7,1,5
ESC,CSV,851,10,3,0,3,3,5,2,2,3,6,2,6
ESC,DEM,74427,220,193,107,218,381,318,83,73,135,146,102,243
ESC,ECO,71,2,1,0,0,1,1,0,0,1,2,0,0
ESC,FFP,26,1,0,0,0,1,1,1,0,0,2,0,1
ESC,GRE,215,3,1,0,0,4,2,1,1,3,1,1,0
ESC,IND,5115,33,35,4,14,64,42,24,17,55,59,16,38
ESC,JEF,2,0,0,0,0,0,0,0,0,0,1,0,0
ESC,LPF,1079,6,7,0,0,11,8,5,2,7,9,4,5
ESC,NPA,54440,235,188,40,142,265,199,82,62,129,143,85,188
ESC,PSL,106,1,1,0,0,2,4,0,1,3,3,1,0
ESC,REP,113878,386,338,132,406,650,479,187,162,135,148,129,323
FLA,AMF,202,11,10,0,0,7,9,5,6,12,12,5,6
FLA,ASP,67,1,1,0,0,4,1,0,1,0,1,0,1
FLA,BPP,138,2,1,0,0,6,3,2,2,1,5,1,5
FLA,CPF,220,1,0,0,1,5,1,0,1,1,2,0,0
FLA,CPP,105,2,4,0,0,5,1,2,1,2,1,0,2
FLA,CSV,601,3,5,2,0,13,6,1,5,2,2,2,2
FLA,DEM,27296,84,85,101,55,360,153,81,124,60,45,109,93
FLA,ECO,50,2,0,0,0,2,0,1,0,1,0,1,0
FLA,FFP,16,1,1,0,0,0,1,0,0,2,2,0,0
FLA,GRE,87,1,0,0,0,1,0,0,0,0,0,1,0
FLA,IND,2710,23,16,14,6,54,20,19,17,43,31,8,10
FLA,JEF,1,0,0,0,0,1,0,1,0,1,0,0,0
FLA,LPF,310,2,1,0,0,7,6,2,5,2,2,1,2
FLA,NPA,26500,82,78,61,37,311,146,75,121,74,64,130,105
FLA,PSL,14,0,0,0,0,0,1,0,1,0,0,0,0
FLA,REP,55039,221,222,152,95,779,282,215,215,107,72,140,205
FRA,AMF,8,0,1,0,0,0,0,0,0,0,0,0,0
FRA,ASP,4,0,0,0,0,0,0,0,0,0,0,1,0
FRA,BPP,2,0,0,0,0,0,0,0,0,0,0,0,0
FRA,CPF,16,0,0,0,0,0,0,0,0,0,0,0,1
FRA,CPP,4,0,0,0,0,0,0,0,0,0,1,1,0
FRA,CSV,42,0,0,0,0,0,0,0,0,0,0,0,1
FRA,DEM,2615,11,2,23,5,5,4,3,4,2,2,35,14
FRA,ECO,8,0,0,0,0,0,0,0,0,0,0,2,1
FRA,FFP,2,0,0,0,0,0,0,0,0,0,0,0,0
FRA,GRE,3,0,0,0,0,0,0,0,0,0,0,0,0
FRA,IND,224,0,0,1,1,2,0,1,0,3,0,9,3
FRA,JEF,1,0,0,0,0,0,0,0,0,0,0,0,0
FRA,LPF,23,0,0,0,0,0,0,0,0,0,0,1,0
FRA,NPA,1390,6,7,5,1,3,1,2,1,2,3,25,11
FRA,REP,4539,19,9,10,7,25,10,16,7,8,4,52,32
GAD,AMF,26,0,2,0,0,0,1,0,1,0,1,0,1
GAD,ASP,21,0,0,0,0,0,0,0,0,0,0,0,1
GAD,BPP,1,0,0,0,0,0,0,0,0,0,0,0,0
GAD,CPF,43,0,0,0,0,0,0,0,0,0,2,1,1
GAD,CPP,16,0,0,0,0,1,0,1,0,1,0,0,0
GAD,CSV,62,0,0,0,0,0,0,0,0,0,1,0,0
GAD,DEM,20604,31,25,44,47,67,36,55,28,9,4,112,38
GAD,ECO,6,0,0,0,0,0,0,0,0,0,0,0,0
GAD,FFP,3,0,0,0,0,0,0,0,0,0,0,0,0
GAD,GRE,14,0,0,0,0,1,0,1,0,0,0,0,0
GAD,IND,314,2,0,0,1,3,2,3,2,4,3,1,1
GAD,LPF,58,0,0,0,0,0,0,0,0,0,0,0,0
GAD,NPA,3731,8,12,2,1,24,7,23,5,8,9,37,9
GAD,PSL,3,0,0,0,0,0,0,0,0,1,0,1,0
GAD,REP,6522,16,13,8,8,46,13,43,13,8,11,15,5
GIL,AMF,15,0,3,0,0,0,0,0,0,1,0,0,0
GIL,ASP,13,0,1,0,0,1,0,1,0,1,0,1,0
GIL,BPP,5,0,1,0,0,0,0,0,0,0,0,0,0
GIL,CPF,28,0,0,1,0,0,0,0,0,0,0,0,0
GIL,CPP,7,0,0,0,0,0,0,0,0,0,1,1,0
GIL,CSV,50,0,1,0,0,1,0,1,0,1,0,1,0
GIL,DEM,1969,7,8,15,7,4,5,4,4,4,1,28,2
GIL,ECO,5,0,0,0,0,0,0,0,0,0,0,0,0
GIL,FFP,4,0,2,0,0,0,0,0,0,0,0,0,0
GIL,GRE,9,0,0,0,0,0,0,0,0,0,0,0,0
GIL,IND,342,3,2,2,0,1,1,1,0,12,8,6,0
GIL,JEF,1,0,0,0,0,0,0,0,0,0,0,0,0
GIL,LPF,52,0,0,0,0,0,0,0,0,0,1,0,0
GIL,NPA,1895,8,4,4,4,12,6,12,5,6,7,26,5
GIL,PSL,1,0,0,0,0,0,0,0,0,0,0,0,0
GIL,REP,9613,31,21,40,12,52,36,44,31,27,16,57,7
GLA,AMF,18,2,1,0,0,1,0,2,0,3,0,1,0
GLA,ASP,7,0,0,1,0,0,0,0,0,0,0,0,0
GLA,BPP,1,0,0,0,0,0,0,0,0,0,0,0,0
GLA,CPF,13,0,0,0,0,0,0,0,0,0,0,0,0
GLA,CPP,7,0,0,0,0,0,0,0,0,0,0,0,0
GLA,CSV,19,0,0,0,0,0,0,0,0,0,0,0,0
GLA,DEM,1873,7,8,5,5,0,3,0,3,1,2,3,4
GLA,ECO,1,0,0,0,0,0,0,0,0,0,0,0,0
GLA,FFP,1,0,0,0,1,0,0,0,0,0,0,0,0
GLA,GRE,5,0,0,0,0,0,0,0,0,0,0,0,0
GLA,IND,152,1,0,0,1,0,0,0,0,1,0,0,1
GLA,LPF,17,0,0,0,0,0,0,0,0,0,0,0,0
GLA,NPA,1509,5,7,0,4,3,2,3,3,3,1,1,6
GLA,PSL,1,0,0,0,0,0,0,0,0,0,0,0,0
GLA,REP,4491,16,9,7,9,16,17,18,17,8,4,3,6
GUL,AMF,14,0,0,0,0,0,2,0,1,0,1,0,0
GUL,ASP,5,0,0,0,0,0,0,0,0,0,0,0,0
